200,300,400
205.4634147,275.8536585,381.4390244
203.5609756,291.0731707,418.5365854
203.5609756,278.7073171,405.2195122
195,275.8536585,425.195122
199.7560976,285.3658537,439.4634147
203.5609756,297.7317073,439.4634147
209.2682927,288.2195122,418.5365854
195,275.8536585,418.5365854
209.2682927,261.5853659,405.2195122
210.2195122,270.1463415,405.2195122
203.5609756,281.5609756,411.8780488
203.5609756,275.8536585,411.8780488
209.2682927,278.7073171,418.5365854
214.0243903,294.8780488,425.195122
209.2682927,285.3658537,425.195122
209.2682927,275.8536585,425.195122
209.2682927,278.7073171,432.8048781
197.8536585,285.3658537,411.8780488
214.0243903,273,392.8536585
214.0243903,275.8536585,411.8780488
202.6097561,281.5609756,425.195122
209.2682927,285.3658537,418.5365854
207.3658537,285.3658537,439.4634147
202.6097561,281.5609756,418.5365854
202.6097561,288.2195122,432.8048781
210.2195122,273,399.5121951
212.1219511,270.1463415,418.5365854
197.8536585,267.2926829,411.8780488
199.7560976,270.1463415,425.195122
197.8536585,288.2195122,418.5365854
195.9512196,294.8780488,411.8780488
195.9512196,294.8780488,425.195122
197.8536585,278.7073171,425.195122
197.8536585,270.1463415,425.195122
197.8536585,278.7073171,439.4634147
197.8536585,281.5609756,425.195122
207.3658537,278.7073171,418.5365854
209.2682927,291.0731707,418.5365854
200.7073171,288.2195122,411.8780488
193.0975609,294.8780488,418.5365854
202.6097561,294.8780488,411.8780488
202.6097561,291.0731707,432.8048781
200.7073171,291.0731707,411.8780488
197.8536585,275.8536585,425.195122
200.7073171,285.3658537,411.8780488
205.4634147,291.0731707,432.8048781
200.7073171,278.7073171,439.4634147
