200,300,400
194.9268293,261.7073171,361.8780488
193.1219512,276.1463415,397.0731707
193.1219512,264.4146341,384.4390244
185,261.7073171,403.3902439
189.5121951,270.7317073,416.9268293
193.1219512,282.4634146,416.9268293
198.5365854,273.4390244,397.0731707
185,261.7073171,397.0731707
198.5365854,248.1707317,384.4390244
199.4390244,256.2926829,384.4390244
193.1219512,267.1219512,390.7560976
193.1219512,261.7073171,390.7560976
198.5365854,264.4146341,397.0731707
203.0487806,279.7560975,403.3902439
198.5365854,270.7317073,403.3902439
198.5365854,261.7073171,403.3902439
198.5365854,264.4146341,410.6097561
187.7073171,270.7317073,390.7560976
203.0487806,259,372.7073171
203.0487806,261.7073171,390.7560976
192.2195122,267.1219512,403.3902439
198.5365854,270.7317073,397.0731707
196.7317074,270.7317073,416.9268293
192.2195122,267.1219512,397.0731707
192.2195122,273.4390244,410.6097561
199.4390244,259,379.0243903
201.2439024,256.2926829,397.0731707
187.7073171,253.5853659,390.7560976
189.5121951,256.2926829,403.3902439
187.7073171,273.4390244,397.0731707
185.9024391,279.7560975,390.7560976
185.9024391,279.7560975,403.3902439
187.7073171,264.4146341,403.3902439
187.7073171,256.2926829,403.3902439
187.7073171,264.4146341,416.9268293
187.7073171,267.1219512,403.3902439
196.7317074,264.4146341,397.0731707
198.5365854,276.1463415,397.0731707
190.4146342,273.4390244,390.7560976
183.1951219,279.7560975,397.0731707
192.2195122,279.7560975,390.7560976
192.2195122,276.1463415,410.6097561
190.4146342,276.1463415,390.7560976
187.7073171,261.7073171,403.3902439
190.4146342,270.7317073,390.7560976
194.9268293,276.1463415,410.6097561
190.4146342,264.4146341,416.9268293
