300,400,200
91.89655172,66.45885287,123.3796296
87.09150327,60.56818182,124.5327103
90.9556314,62.55868545,124.5327103
91.89655172,59.6196868,130
88.83333333,57.68398268,126.9047619
85.14376997,57.68398268,124.5327103
87.95379538,60.56818182,121.1363636
91.89655172,60.56818182,130
96.90909091,62.55868545,121.1363636
93.83802817,62.55868545,120.5882353
90.03378378,61.54734411,124.5327103
91.89655172,61.54734411,124.5327103
90.9556314,60.56818182,121.1363636
85.96774194,59.6196868,118.4444444
88.83333333,59.6196868,121.1363636
91.89655172,59.6196868,121.1363636
90.9556314,58.57142857,121.1363636
88.83333333,61.54734411,128.125
92.85714286,64.52784504,118.4444444
91.89655172,61.54734411,118.4444444
90.03378378,59.6196868,125.1173709
88.83333333,60.56818182,121.1363636
88.83333333,57.68398268,122.2477064
90.03378378,60.56818182,125.1173709
87.95379538,58.57142857,125.1173709
92.85714286,63.45238095,120.5882353
93.83802817,60.56818182,119.5067265
94.83985765,61.54734411,128.125
93.83802817,59.6196868,126.9047619
87.95379538,60.56818182,128.125
85.96774194,61.54734411,129.368932
85.96774194,59.6196868,129.368932
90.9556314,59.6196868,128.125
93.83802817,59.6196868,128.125
90.9556314,57.68398268,128.125
90.03378378,59.6196868,128.125
90.9556314,60.56818182,122.2477064
87.09150327,60.56818182,121.1363636
87.95379538,61.54734411,126.3033175
85.96774194,60.56818182,131.2807882
85.96774194,61.54734411,125.1173709
87.09150327,58.57142857,125.1173709
87.09150327,61.54734411,126.3033175
91.89655172,59.6196868,128.125
88.83333333,61.54734411,126.3033175
87.09150327,58.57142857,123.3796296
90.9556314,57.68398268,126.3033175
