WindTurbine_1: (141.73228346456693, 20.47244094488189)
WindTurbine_2: (327.5590551181102, 161.0236220472441)
WindTurbine_3: (85.43307086614173, 88.18897637795276)
WindTurbine_4: (241.33858267716536, 216.53543307086613)
WindTurbine_5: (315.3543307086614, 32.28346456692913)
WindTurbine_6: (22.834645669291337, 49.21259842519685)
WindTurbine_7: (209.0551181102362, 59.05511811023622)
WindTurbine_8: (78.74015748031496, 220.4724409448819)
