300,400,200,,,,,,
275.8536585,381.4390244,205.4634147,,91.89655172,66.45885287,123.3796296,,39
291.0731707,418.5365854,203.5609756,,87.09150327,60.56818182,124.5327103,,39
278.7073171,405.2195122,203.5609756,,90.9556314,62.55868545,124.5327103,,39
275.8536585,425.195122,195,,91.89655172,59.6196868,130,,39
285.3658537,439.4634147,199.7560976,,88.83333333,57.68398268,126.9047619,,39
297.7317073,439.4634147,203.5609756,,85.14376997,57.68398268,124.5327103,,39
288.2195122,418.5365854,209.2682927,,87.95379538,60.56818182,121.1363636,,39
275.8536585,418.5365854,195,,91.89655172,60.56818182,130,,39
261.5853659,405.2195122,209.2682927,,96.90909091,62.55868545,121.1363636,,39
270.1463415,405.2195122,210.2195122,,93.83802817,62.55868545,120.5882353,,39
281.5609756,411.8780488,203.5609756,,90.03378378,61.54734411,124.5327103,,39
275.8536585,411.8780488,203.5609756,,91.89655172,61.54734411,124.5327103,,39
278.7073171,418.5365854,209.2682927,,90.9556314,60.56818182,121.1363636,,39
294.8780488,425.195122,214.0243903,,85.96774194,59.6196868,118.4444444,,39
285.3658537,425.195122,209.2682927,,88.83333333,59.6196868,121.1363636,,39
275.8536585,425.195122,209.2682927,,91.89655172,59.6196868,121.1363636,,39
278.7073171,432.8048781,209.2682927,,90.9556314,58.57142857,121.1363636,,39
285.3658537,411.8780488,197.8536585,,88.83333333,61.54734411,128.125,,39
273,392.8536585,214.0243903,,92.85714286,64.52784504,118.4444444,,39
275.8536585,411.8780488,214.0243903,,91.89655172,61.54734411,118.4444444,,39
281.5609756,425.195122,202.6097561,,90.03378378,59.6196868,125.1173709,,39
285.3658537,418.5365854,209.2682927,,88.83333333,60.56818182,121.1363636,,39
285.3658537,439.4634147,207.3658537,,88.83333333,57.68398268,122.2477064,,39
281.5609756,418.5365854,202.6097561,,90.03378378,60.56818182,125.1173709,,39
288.2195122,432.8048781,202.6097561,,87.95379538,58.57142857,125.1173709,,39
273,399.5121951,210.2195122,,92.85714286,63.45238095,120.5882353,,39
270.1463415,418.5365854,212.1219511,,93.83802817,60.56818182,119.5067265,,39
267.2926829,411.8780488,197.8536585,,94.83985765,61.54734411,128.125,,39
270.1463415,425.195122,199.7560976,,93.83802817,59.6196868,126.9047619,,39
288.2195122,418.5365854,197.8536585,,87.95379538,60.56818182,128.125,,39
294.8780488,411.8780488,195.9512196,,85.96774194,61.54734411,129.368932,,39
294.8780488,425.195122,195.9512196,,85.96774194,59.6196868,129.368932,,39
278.7073171,425.195122,197.8536585,,90.9556314,59.6196868,128.125,,39
270.1463415,425.195122,197.8536585,,93.83802817,59.6196868,128.125,,39
278.7073171,439.4634147,197.8536585,,90.9556314,57.68398268,128.125,,39
281.5609756,425.195122,197.8536585,,90.03378378,59.6196868,128.125,,39
278.7073171,418.5365854,207.3658537,,90.9556314,60.56818182,122.2477064,,39
291.0731707,418.5365854,209.2682927,,87.09150327,60.56818182,121.1363636,,39
288.2195122,411.8780488,200.7073171,,87.95379538,61.54734411,126.3033175,,39
294.8780488,418.5365854,193.0975609,,85.96774194,60.56818182,131.2807882,,39
294.8780488,411.8780488,202.6097561,,85.96774194,61.54734411,125.1173709,,39
291.0731707,432.8048781,202.6097561,,87.09150327,58.57142857,125.1173709,,39
291.0731707,411.8780488,200.7073171,,87.09150327,61.54734411,126.3033175,,39
275.8536585,425.195122,197.8536585,,91.89655172,59.6196868,128.125,,39
285.3658537,411.8780488,200.7073171,,88.83333333,61.54734411,126.3033175,,39
291.0731707,432.8048781,205.4634147,,87.09150327,58.57142857,123.3796296,,39
278.7073171,439.4634147,200.7073171,,90.9556314,57.68398268,126.3033175,,39
,,,,,,,,
,,,,282.0467047,419.5282823,203.5204982,,
,,,,0.059844318,0.048820706,0.017602491,,
,,,,0.126267514,,,,
